lots of back pain,walking,can hardly move,sleepy,Active all day,Awful pain upon waking,Felt better when moving,ate breakfast,Happy,Legs hurt when still,Rested,good afternoon at work,Kept moving,Good morning,couldn't focus,Long week,too busy,nausea,Hard to focus,crawled,Couldn't walk,low productivity,still very tired,unproductive,Super Bowl,Overdid it,active early,left school early,content,determined,Crummy eating habits,Legs hurt in morning,exercise,better mood,Ibuprofen,Very bad morning,free,Poor sleep quality,very productive,focused,Went out after work,cocodamol,neck massage,side-effects,Stayed late at work a lot this week,fulfilled,stressed,PC ,Started Deeper Holosync Track,off-roading,legs hurt at work,church,grouchy,nauseated,washed dishes,DONE being addicted to food,happy,Can't fall asleep,relaxed,Bad sleep,better today,benadryl ,awake,worked,much better today!,Long hours,doctor appointment,gentle exercise,Resisted compulsions,aura migraine,Ate poorly,Church,aftereffects,Frazzled,sore shoulder,tired in afternoon,Content,Almost left work,Party,productive,Not well fed,cleansing,back still hurting,Had to lie down at work,Audit,pain,rain,Daytime nap,physio,Bus to work,cleaning,a bit better,WFH morning,Self-conscious,every muscle sore to extreme,No church,Long work day,good sleep,Stomach flu,Rough morning,weightlifting,row
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,fulfilled
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,stressed
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,PC 
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Started Deeper Holosync Track
2.0,,2.0,,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,,2.0,2.0,0.0,,2.0,,,0.0,0.0,,0.0,0.0,,,2.0,2.0,,0.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,0.0,2.0,0.0,2.0,2.0,,2.0,0.0,,0.0,,0.0,2.0,2.0,2.0,,2.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,off-roading
2.0,,2.0,,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,,2.0,2.0,0.0,,2.0,,,0.0,0.0,,0.0,0.0,,,2.0,2.0,0.0,,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,0.0,2.0,0.0,2.0,2.0,,2.0,0.0,,0.0,,0.0,2.0,2.0,2.0,,2.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,legs hurt at work
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,church
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,grouchy
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,nauseated
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,washed dishes
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,DONE being addicted to food
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,happy
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Can't fall asleep
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,relaxed
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,Bad sleep
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,better today
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,benadryl 
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,awake
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,worked
2.0,,2.0,,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,,2.0,2.0,0.0,,2.0,,,0.0,0.0,,0.0,0.0,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,,2.0,0.0,2.0,2.0,,2.0,0.0,,0.0,,0.0,2.0,2.0,2.0,,2.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,much better today!
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Long hours
2.0,,2.0,,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,,2.0,2.0,0.0,,2.0,,,0.0,0.0,,0.0,0.0,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,0.0,2.0,,2.0,2.0,,2.0,0.0,,0.0,,0.0,2.0,2.0,2.0,,2.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,doctor appointment
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,gentle exercise
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Resisted compulsions
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,aura migraine
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Ate poorly
2.0,,2.0,,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,,2.0,2.0,0.0,,2.0,,,0.0,0.0,,0.0,0.0,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,0.0,2.0,0.0,2.0,2.0,,2.0,,,0.0,,0.0,2.0,2.0,2.0,,2.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,Church
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,aftereffects
2.0,,2.0,,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,,2.0,2.0,0.0,,2.0,,,0.0,0.0,,0.0,0.0,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,0.0,2.0,0.0,2.0,2.0,,2.0,0.0,,,,0.0,2.0,2.0,2.0,,2.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,Frazzled
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,sore shoulder
2.0,,2.0,,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,,2.0,2.0,0.0,,2.0,,,0.0,0.0,,0.0,0.0,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,0.0,2.0,0.0,2.0,2.0,,2.0,0.0,,0.0,,,2.0,2.0,2.0,,2.0,,2.0,2.0,0.0,,,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,tired in afternoon
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Content
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Almost left work
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Party
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,productive
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Not well fed
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,,,,,0.0,0.0,,0.0,,,,,,,,,0.0,,,0.0,cleansing
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,back still hurting
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,,2.0,,,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Had to lie down at work
2.0,,2.0,,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,,2.0,2.0,0.0,,2.0,,,0.0,0.0,,0.0,0.0,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,0.0,2.0,0.0,2.0,2.0,,2.0,0.0,,0.0,,0.0,2.0,2.0,2.0,,2.0,,2.0,2.0,,,,2.0,,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,Audit
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,,0.0,,,0.0,pain
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,,,0.0,rain
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Daytime nap
,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,,,0.0,physio
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,Bus to work
2.0,,2.0,,2.0,0.0,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,,2.0,,2.0,0.0,2.0,0.0,,,2.0,2.0,,2.0,2.0,0.0,,2.0,,,0.0,0.0,,0.0,0.0,,,2.0,2.0,0.0,0.0,2.0,2.0,,2.0,2.0,,2.0,,,2.0,,,,0.0,2.0,0.0,2.0,2.0,,2.0,0.0,,0.0,,0.0,2.0,2.0,2.0,,2.0,,2.0,2.0,0.0,,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,,0.0,0.0,,cleaning
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,,a bit better
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,,2.0,2.0,,WFH morning
0.0,,0.0,,0.0,2.0,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.0,,,0.0,0.0,,0.0,0.0,2.0,,0.0,,,2.0,2.0,,2.0,2.0,,,0.0,0.0,2.0,2.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,2.0,0.0,2.0,0.0,0.0,,0.0,2.0,,2.0,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,2.0,,,0.0,,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,,2.0,2.0,,Self-conscious
