Ex bike,cooking,Midodrine,Vitamins,Phyical Therapy - stretches,Osteopathy,Meticorten,Tranexamic acid,Naproxen,Amitriptyline,ate breakfast,Calcort,N-acetyl cysteine,Vitamin b complex,Ketotifeno,Mt. Si ACDC 2x Coco Caps,Probiotic,Stretching,TigerBalm,Steps,House cleaning,THC,Cambia,distraction,Allegra,Flexeril,Fish oil,Rest,Post-op ice device,Hobbies,cocodamol,Corticosteroids,Lexapro,Shoe Insoles,Tretinoin,Ritalin,Benadryl,Nasonex,Human Growth Hormone,Hydrocortisone,Solifenacin,Coffee,pilates,Strattera,Relaxing,Clinda-derm,Synthroid,excedrin migraine,Dexedrine,Aspirin,SAD Light Box,Astelin,Vitamin C,Vitamin B,Ropinirole,5 or more portions of fruit and veg,Equilibrant,Meditation,Gabapentin,Klonopin,Medication,Zomig,Cranberry extract,Vitamin b12,Vitamin d,massage,Diazepam,L-methylfolate,had sex,Florinef,Metformin,Exercise,sugar free diet,walked the dogs,Feverfew,Garden of Life Raw Meal,Bagomicina,Glucosamine,Multivitamin,Mirtazapine,Gardening,Sertraline,magnesium ionic,Zinc,Ibuprofen,Melatonin,Fexofenadine,Dicyclomine,BeachBody OnDemand,Cyclizine,Selenium,Sunlight,brushed dogs,Pantoprazole,birth control,Magnesium glycinate,5-htp,Ventolin,Forever Aloe Berry,yoga,digestive enzyme,Daily walk,Exercise--walking,Achy breaky rub,elliptical,Groceries,Famotidine,Friends,Piyo,Tensor Band,Topical ibuprofen,Enada,Wore arch supports all day,Social interactions,Topamax,Codeine,Claritin,Progesterone,heating pads,Adderall,Wristies,Keppra,Wellbutrin,Azathioprine,Singulair,cough syrup,Montelukast,Sleep,Paracetamol,Passionflower,Trip,Pristiq,row
,,,,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,,,,0.0,,,,,,Metformin
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,Exercise
,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sugar free diet
,0.0,,,,,2.0,,,,,2.0,,,2.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,0.0,,walked the dogs
,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,Feverfew
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garden of Life Raw Meal
,2.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,2.0,,Bagomicina
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glucosamine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multivitamin
,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,Mirtazapine
,0.0,,,,,2.0,,,,,2.0,,,2.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,0.0,,Gardening
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,Sertraline
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magnesium ionic
,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,Zinc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,Ibuprofen
,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,Melatonin
,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,,,,0.0,,,,,,Fexofenadine
,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,2.0,,,,,,,,,0.0,,,,,,Dicyclomine
,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,BeachBody OnDemand
,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,Cyclizine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Selenium
,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,Sunlight
,0.0,,,,,2.0,,,,,2.0,,,2.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,0.0,,brushed dogs
,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,2.0,,2.0,,,,,,2.0,,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,0.0,,,,,,,,,2.0,,,,,,Pantoprazole
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,birth control
,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,Magnesium glycinate
,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,5-htp
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,Ventolin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forever Aloe Berry
,0.0,,,,,2.0,,,,,2.0,,,2.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,0.0,,yoga
,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,digestive enzyme
0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,Daily walk
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exercise--walking
,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,0.0,,,,,,Achy breaky rub
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elliptical
,0.0,,,,,2.0,,,,,2.0,,,2.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,0.0,,Groceries
,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,Famotidine
,0.0,,,,,2.0,,,,,2.0,,,2.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,0.0,,Friends
,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,Piyo
,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,Tensor Band
,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,Topical ibuprofen
,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,Enada
,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,Wore arch supports all day
,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,Social interactions
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topamax
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Codeine
,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,Claritin
,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,2.0,2.0,,2.0,,,,,,2.0,,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,Progesterone
,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,heating pads
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adderall
,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,Wristies
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keppra
,2.0,,,,,0.0,,,,,0.0,,,0.0,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,2.0,,Wellbutrin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azathioprine
,2.0,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,,2.0,0.0,,,0.00386755680106,,0.0,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,2.0,,,0.0,,,,2.0,,,0.0,,0.0,,,,,,0.0,2.0,,,0.0,0.0,,,2.0,,,,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,2.0,,Singulair
2.0,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,cough syrup
,2.0,,,0.0,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,,2.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,0.0,,,2.0,,,0.0,,,,2.0,,,,,,0.0,0.0,,,,,2.0,2.0,,,,,,2.0,,,,0.0,,2.0,,2.0,,,,0.0,,,,,,2.0,,,,,0.0,,0.0,,,,,,2.0,,Montelukast
0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,Sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paracetamol
,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Passionflower
,0.0,,,,,2.0,,,,,2.0,,,2.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,Trip
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pristiq
