Albuterol,Cycling,cheese,Caffeine,Osteopathy,Cannabis,Ambien CR,Miralax low dose at night,Amitriptyline,farm work,tumeric extract,slept 7 hours,busy,Prednisone,excedrin migraine,ponstan,hearing aid,bread,DEHA,Vitamin b complex,overeating,Methylcobalamine,therapy session,siracha,psychologist,Magnesium,pain relief,Boswelia Complex,THC,Dandelion tea,Turmeric,Allegra,Flexeril,Goth clubbing,Physical therapy,Fish oil,Rest,Lidocaine Patch,Cane to get down stairs,laxatives,Post-op ice device,Standing desk,Home physio exercises,Bicarb on scalp,Prilosec,breathing exercises,Aromatherapy,0.9% Sodium Chloride Solution 1L,Vicodin,Charcoal,Claritin,Strattera,Low oxalate,Citalopram,Zofran,Zyrtec,Hydroxyzine,Synthroid,meds,Quell,Low-FODMAP diet,Veggies,Inderal,Buffered Salmon Oil - DHA - EPA,Recov Bipeptides,Vitamin C,Vitamin B,Probiotics,linseed,Anakinra,Tavegyl,Daytime nap,eye drops,slept 11 hours,Maxalt,Klonopin,Cetirizine,CBD,mass transit,Thyroid-Pro,Zomig,Vitamin b12,bed late,Vitamin d,Methotrexate,strength exercises,Cardio,massage,swimming,Diazepam,Yoga,Contraceptive pill,physical therapy,8.5 hours sleep,Albuterol Inhaler,Omeprazole,Acupuncture,Metformin,9 hours sleep,Physio,Topiramate,Snooze,dairy,CoQ10,Paracatamol with codeine,Trigger Points,bacon,gym,Headspace,Calcium citrate,eye compress,Tranexamic acid,rebounding,Quell Unit,Noritriptyline,Snacks,stool softener,Allergy Shots,Zinc,Ibuprofen,Nortriptyline,Melatonin,Pain management,LUSH acne spot-treatment,Imodium,10.5 hours sleep,Alcohol,small breakfast,Inolaxol,cuddled kitten,Sunlight,Pantoprazole,aqua therapy,birth control,Magnesium glycinate,5-htp,Nasonex,Fexofenadine,Rowing machine,use exercise bike,Tylenol 3,eye ointment,gluten free,Colpermin,8 hours sleep,did some homework,Athlete Vitamin,Famotidine,Iberogast,Benadryl,Protecting back,Ranitidine,strapping of shoulder,Cefaly Unit,Seasonique,Astelin,Progesterone,Ice pack,Migraine herb feverfew tablets,heating pads,Norco,Tramadol,popcorn,pool,dexamphetamine,Singulair,Sleep,long walk,Paracetamol,Multi-vitamin,row
,,,,,,,,,,,,,1.11022302463e-16,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.11022302463e-16,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,Vicodin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,Charcoal
,,,,,,2.0,,,,2.0,0.0,,,,,,,,1.11022302463e-16,,,0.0,0.0,,,,,0.0,,,1.43236090403,,2.0,,0.0295470366856,2.0,,,,0.0,,,,,,,,,,,1.43236090403,,,2.0,,2.0,0.0,2.0,,,,,,,1.11022302463e-16,,,,,,0.0,2.0,0.0,,0.00311042148592,,2.0,0.0,,,0.0295470366856,2.0,1.11022302463e-16,,,,,,,,,2.0,0.0,,,0.0,,1.99898118964,,,,,0.0,,,0.0,,,,2.0,,,,,,2.0,0.0,1.11022302463e-16,,,1.11022302463e-16,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,,,,,2.0,,,0.971806084108,0.0,,1.11022302463e-16,,,,,0.0,,,1.11022302463e-16,,2.0,,2.0,2.0,,0.0,2.0,,1.11022302463e-16,,,,,Claritin
,,,,,,0.0,,,,2.0,0.0,,,,,,,,1.43236090403,,,0.0,0.0,,,,,2.0,,,2.22044604925e-16,,2.0,,1.20201423264,0.0,,,,2.0,,,,,,,,,,1.43236090403,,,,0.0,,0.0,0.0,0.0,,,,,,,1.43236090403,,,,,,0.0,0.0,0.0,,1.50207997742,,0.0,2.0,,,1.20201423264,0.0,1.43236090403,,,,,,,,,0.0,0.0,,,0.0,,0.608771999537,,,,,0.0,,,0.0,,,,0.0,,,,,,0.0,0.0,1.43236090403,,,1.43236090403,,,,0.0,0.0,0.0,,0.0,0.0,,,0.0,1.43236090403,1.43236090403,1.43236090403,,,,,0.0,,,0.11084775524,2.0,,1.43236090403,,,,,2.0,,,1.43236090403,,0.0,,0.0,0.0,,0.0,0.0,,1.43236090403,,,,,Strattera
,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low oxalate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Citalopram
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,Zofran
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zyrtec
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,Hydroxyzine
,,,,,,,,-2.22044604925e-16,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,-2.22044604925e-16,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,0.149904283275,,,,,,,,,,0.0,,,0.0,-2.22044604925e-16,2.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,Synthroid
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,meds
,2.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,2.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,2.0,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,Quell
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,Low-FODMAP diet
,,,0.0,,2.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.0,,,,2.0,,,,,,,2.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veggies
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,Inderal
,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,2.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,Buffered Salmon Oil - DHA - EPA
,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,Recov Bipeptides
,,,,,,2.0,,,,2.0,0.0,,,,,,,,1.11022302463e-16,,,0.0,0.0,,,,,0.0,,0.0,1.43236090403,,2.0,,0.0295470366856,2.0,,,,0.0,,,,,,,,,,1.11022302463e-16,1.43236090403,,,2.0,,2.0,0.0,2.0,,,,,,,,,,,,,0.0,2.0,0.0,,0.00311042148592,0.0,2.0,0.0,,,0.0295470366856,2.0,0.0197011348237,,,,,,,,,2.0,0.0,0.0,,0.0,,1.99898118964,,,,,0.0,,,0.0,,,0.0,2.0,,,,,,2.0,0.0,1.11022302463e-16,,,1.11022302463e-16,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,,,,,2.0,,,0.971806084108,0.0,,1.11022302463e-16,,0.0,,0.0,0.0,,,1.11022302463e-16,,2.0,,2.0,2.0,,0.0,2.0,,1.11022302463e-16,,,,,Vitamin C
,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,Vitamin B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,Probiotics
,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,2.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,linseed
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Anakinra
,,,2.0,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tavegyl
,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,2.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,Daytime nap
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,eye drops
,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,0.0,,2.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,slept 11 hours
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,Maxalt
,,,,,,2.0,,,,2.0,0.0,,,,,,,,0.00311042148592,,,0.0,0.0,,,,,0.0,,,1.50207997742,,2.0,,0.0515818819541,2.0,,,,0.0,,,,,,,,,,0.00311042148592,1.50207997742,,,2.0,,2.0,0.0,2.0,,,,,,,0.00311042148592,,,,,,0.0,2.0,0.0,,,,2.0,0.0,,,0.0515818819541,2.0,0.00311042148592,,,,,,,,,2.0,0.0,,,0.0,,1.99231731536,,,,,0.0,,,0.0,,,,2.0,,,,,,2.0,0.0,0.00311042148592,,,0.00311042148592,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,0.00311042148592,0.00311042148592,0.00311042148592,,,,,2.0,,,1.05067341484,0.0,,0.00311042148592,,,,,0.0,,,0.00311042148592,,2.0,,2.0,2.0,,0.0,2.0,,0.00311042148592,,,,,Klonopin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,Cetirizine
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,,2.0,,,2.0,0.0,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,CBD
,,,,,,2.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,2.0,,,,0.0,2.0,,,,0.0,,,,,,,,,,0.0,2.0,,,2.0,,2.0,,2.0,,,,,,,0.0,,,,,,,2.0,,,0.0,,2.0,,,,0.0,2.0,0.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,2.0,,0.0,,,0.0,,,,,2.0,2.0,,2.0,2.0,,,,0.0,0.0,0.0,,,,,2.0,,,2.0,0.0,,0.0,,,,,0.0,,,0.0,,2.0,,2.0,2.0,,,2.0,,0.0,,,,,mass transit
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thyroid-Pro
,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,Zomig
,,,,,,2.0,,,,2.0,0.0,,,,,,,,0.0295470366856,,,0.0,0.0,,,,,0.0,,,1.20201423264,,2.0,,0.0,2.0,,,,0.0,,,,,,,,,,0.0295470366856,1.20201423264,,,2.0,,2.0,0.0,2.0,,,,,,,0.0295470366856,,,,,,0.0,2.0,0.0,,0.0515818819541,,2.0,0.0,,,,2.0,0.0295470366856,,,,,,,,,2.0,0.0,,,0.0,,1.98035333186,,,,,0.0,,,0.0,,,,2.0,,,,,,2.0,0.0,0.0295470366856,,,0.0295470366856,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,0.0295470366856,0.0295470366856,0.0295470366856,,,,,2.0,,,0.731444673406,0.0,,0.0295470366856,,,,,0.0,,,0.0295470366856,,2.0,,2.0,2.0,,0.0,2.0,,0.0295470366856,,,,,Vitamin b12
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,,2.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,bed late
,,,,,,2.0,,-2.22044604925e-16,,2.0,0.0,,,,,,,,1.11022302463e-16,,,0.0,0.0,,,,,0.0,,0.0,1.43236090403,-2.22044604925e-16,2.0,,0.0295470366856,2.0,,,,0.0,,,,,,,,,,1.11022302463e-16,1.43236090403,,,2.0,,2.0,0.149904283275,2.0,,,,,,,0.0197011348237,,,,,,0.0,2.0,0.0,,0.00311042148592,0.0,2.0,0.0,,,0.0295470366856,2.0,,,,,,,,,,2.0,0.0,0.0,,0.0,-2.22044604925e-16,1.99898118964,,,,,0.0,,,0.0,,,0.0,2.0,,,,,,2.0,0.0,1.11022302463e-16,,,1.11022302463e-16,,,,0.0,2.0,2.0,,2.0,2.0,,,0.0,1.11022302463e-16,1.11022302463e-16,1.11022302463e-16,,,,,2.0,,,0.971806084108,0.0,,1.11022302463e-16,,0.0,,0.0,0.0,,,1.11022302463e-16,,2.0,,2.0,2.0,,0.0,2.0,,1.11022302463e-16,,,,,Vitamin d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methotrexate
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,strength exercises
,,2.0,,,,,,,0.0,,,0.0,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,Cardio
,,,2.0,,0.0,,,,,,,,2.22044604925e-16,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,0.0,,1.11022302463e-16,,,,0.0,,,,,,,,,2.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,0.0,,,,,,,0.0,,,2.0,,,,3.33066907388e-16,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,massage
,,0.0,,,,,,,2.0,,,2.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,swimming
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diazepam
,0.0,,,,,,,0.0,,,,,2.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,,,2.0,,,,,,,,,,,2.0,,,,0.0,0.0,,,,0.0,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,2.0,,,,,2.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,2.0,2.0,,,,,0.0,,0.0,,,,,,,,,Yoga
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,Contraceptive pill
,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,0.0,,,,2.0,0.0,,,,2.0,,,,,,,,,,2.0,0.0,,,0.0,,0.0,,0.0,,,,,,,2.0,,,,,,,0.0,,,2.0,,0.0,2.0,,,2.0,0.0,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,2.0,,,2.0,,,,,0.0,0.0,,0.0,0.0,,,,2.0,2.0,2.0,,,,,0.0,,,0.0,2.0,,2.0,,,,,2.0,,,2.0,,0.0,,0.0,0.0,,,0.0,,2.0,,,,,physical therapy
,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,2.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,8.5 hours sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,Albuterol Inhaler
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,Omeprazole
,,,,,,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,0.0,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,2.0,,,,,0.0,,,0.0,,,,,,,,,,,0.0,0.0,,,0.0,,,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,Acupuncture
