Women's probiotic,cheese,tramadol,floravit iron,spicy food,Soluble Aspirin,pur-absorb iron,busy,Prednisone,MDMA,sugar,Buspirone,dairy,DLPA,humira shot day,Kirkland Fish Oil,coffee,ate gluten,Stretching,good nights sleep,vegan,goat cheese,Physiotherapy,Magnesium,Panamax,THC,Turmeric,Slept most of the day,rice drink breakfast,ate popcorn,Standing desk,gluten free prezels,powerlifting,Valdoxan,fast food,Yin Chiao,Pataday,grocery shopping,Zofran,physiotherapy,Turmeric tea,ate breakfast,Nutrasea Fish Oil,eat two Luna bars,Superlong nap,Vitamin C,Vitamin B,Vitamin B complex - 50,linseed,Cleaning ,slept in,Pain management,raspberries,Nortriptyline,Vitamin a,Tian Ma Tou Tong - headache,ate unhealthy,danced,hiking,Bu Zhong Yi Qi capsules,Vyvanse,played computer,had sex,Eyebright Complex,8 hours of sleep,Magnesium gel,cobb salad,Creatine,Clonazepam,vacation,worked in garden,slept late,banana,Valium,shopping,gluten,Zoladex,Breakfast out,Multivitamin,Mirtazapine,Gardening,computer game,salad,Ibuprofen,cutting weight,Spinal epidural,Migraine Diet,small breakfast,Imodium,QUBECO SSI,Lithium,Ventolin,yoga,Wei Zhang Shun Qi Wan,10 hours interrupted sleep,Ecural,Daily walk,Ginkgo,party,nsaid,Hiked,Nasonex,eggs,Vitamin d,Codeine,Mixed nuts snack,Gan Mao Qing anti-viral,Progesterone,Spironolactone,Voltaren,Iron,Ondansetron,one coffee,Ferrous sulfate,walked,Wei Te Ling - heartburn,no gluten,mango,Sleep,Gui Pi Pills,egg,row
,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,2.0,,,,,,,,,,2.0,,,0.0,,,,,,,2.0,,,0.0,2.0,,,,2.0,,,,,,,,,,Cleaning 
,,,,0.0,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,slept in
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Pain management
2.0,,0.0,0.401808948785,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,1.96695475127,0.0,,0.0,,,,2.0,,0.0,0.0,,0.0,1.99979640069,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,0.0,,0.0,,,0.0,1.0794601937,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.863145329372,2.0,,2.0,0.945796533813,,0.0,,1.94130698943,0.0,,0.0,,,,2.0,0.0,0.0,2.0,,2.0,0.0,,,,,0.0,,1.95677378508,0.0,,0.0,1.78586093073,0.0,0.0,0.0,0.707253761125,,2.0,,0.0,,,,0.0,,raspberries
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nortriptyline
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Vitamin a
0.0,,2.0,0.248712703338,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.669023672208,2.0,,0.0,,,,0.0,,2.0,2.0,,0.0,0.940670317806,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,0.0,,2.0,1.0794601937,,2.0,,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,0.0,,,,,2.0,,1.99833342511,0.0,,0.0,0.00893441820199,,2.0,,0.588719187146,2.0,,2.0,,,,0.0,2.0,2.0,2.0,,0.0,0.0,,,,,2.0,,0.634061017344,2.0,,0.0,1.55400323622,2.0,2.0,2.0,1.97642840677,,0.0,,2.0,,,,2.0,,Tian Ma Tou Tong - headache
,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,ate unhealthy
,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,danced
,,,,0.0,,,0.0,,,2.0,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,0.0,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,0.0,,,0.0,hiking
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Bu Zhong Yi Qi capsules
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Vyvanse
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,played computer
2.0,,0.0,2.0,,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,2.0,,0.0,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0244334273489,2.0,0.0,0.0,2.0,,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,2.0,0.0,2.0,2.0,,0.0,,0.0,0.0,,0.000269920982541,2.0,0.0,2.0,2.0,0.0,0.0,,2.0,0.0,,0.0,,,0.0,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,,0.0,0.0,had sex
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Eyebright Complex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,8 hours of sleep
0.0,,2.0,0.0,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.0,2.0,,,,,,0.0,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,,2.0,0.0,,,,2.0,2.0,2.0,2.0,2.0,,,2.0,0.0,0.0,,,,,2.0,,2.0,0.0,,0.0,0.0,,2.0,,0.0,2.0,,2.0,,,,0.0,2.0,2.0,,,0.0,,,,,,2.0,,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,0.0,,2.0,,,,2.0,,Magnesium gel
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,cobb salad
0.0,,2.0,0.0,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.0,2.0,,,,,,0.0,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,,2.0,0.0,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,,0.0,,,,,2.0,,2.0,0.0,,0.0,0.0,,2.0,,0.0,2.0,,2.0,,,,0.0,2.0,2.0,,,0.0,,,,,,2.0,,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,0.0,,2.0,,,,2.0,,Creatine
0.0,,2.0,0.0,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.0,2.0,,,,,,0.0,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,,2.0,0.0,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,,,,,,2.0,,2.0,0.0,,0.0,0.0,,2.0,,0.0,2.0,,2.0,,,,0.0,2.0,2.0,,,0.0,,,,,,2.0,,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,0.0,,2.0,,,,2.0,,Clonazepam
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vacation
,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,worked in garden
,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,slept late
,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,banana
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Valium
,2.0,,,,,,,,,0.0,,,,,,2.0,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,,2.0,,,,,,,shopping
2.0,,0.0,1.71194845597,,2.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,2.0,,0.0,,0.0,0.0,,2.0,1.38488155405,0.0,,2.0,,,,2.0,,0.0,0.0,0.0,2.0,1.11683852452,,0.0,0.0,0.0,0.473645385384,2.0,,0.0,2.0,0.0,0.0,2.0,2.0,,0.0,0.863145329372,,0.0,1.99833342511,0.0,0.0,0.0,0.0,0.0,0.0,0.000269920982541,0.0,,2.0,0.0,2.0,2.0,,0.0,,0.0,0.0,,,2.0,,2.0,1.9817168821,0.0,0.0,,1.4631979822,0.0,,0.0,,,0.0,2.0,0.0,0.0,0.0,,2.0,2.0,,,,,0.0,,1.4190357069,0.0,,2.0,0.494963946419,0.0,0.0,0.0,0.0127428037916,,2.0,0.0,0.0,,,,0.0,0.0,gluten
0.0,,2.0,0.0,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.0,2.0,,,,,,0.0,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,,2.0,0.0,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,0.0,,,,,2.0,,2.0,,,0.0,0.0,,2.0,,0.0,2.0,,2.0,,,,0.0,2.0,2.0,,,0.0,,,,,,2.0,,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,0.0,,2.0,,,,2.0,,Zoladex
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Breakfast out
0.0,,2.0,0.0,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.0,2.0,,,,,,0.0,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,,2.0,0.0,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,0.0,,,,,2.0,,2.0,0.0,,,0.0,,2.0,,0.0,2.0,,2.0,,,,0.0,2.0,2.0,,,0.0,,,,,,2.0,,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,0.0,,2.0,,,,2.0,,Multivitamin
0.0,,2.0,0.167400510749,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.797839043806,2.0,,0.0,,,,0.0,,2.0,2.0,,0.0,1.07434090268,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,0.0,,2.0,0.945796533813,,2.0,0.00893441820199,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,0.0,,,,,2.0,,1.9817168821,0.0,,0.0,,,2.0,,0.713966630245,2.0,,2.0,,,,0.0,2.0,2.0,2.0,,0.0,0.0,,,,,2.0,,0.761454850746,2.0,,0.0,1.66009054339,2.0,2.0,2.0,1.93891662419,,0.0,,2.0,,,,2.0,,Mirtazapine
,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,Gardening
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,computer game
,0.0,,,,,,,,,2.0,,,,,,0.0,,,,,2.0,,,,,,2.0,,,,2.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,salad
0.0,,2.0,1.29258317232,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.00374058539347,2.0,,2.0,,,,0.0,,2.0,2.0,,2.0,0.0656958241534,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,2.0,,2.0,1.94130698943,,2.0,0.588719187146,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,0.0,,,,,2.0,,1.4631979822,0.0,,0.0,0.713966630245,,2.0,,,2.0,,2.0,,,,0.0,2.0,2.0,0.0,,0.0,2.0,,,,,2.0,,0.00121092219898,2.0,,2.0,0.469006687751,2.0,2.0,2.0,1.5983277,,0.0,,2.0,,,,2.0,,Ibuprofen
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,cutting weight
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spinal epidural
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,,,,,2.0,0.0,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Migraine Diet
,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,small breakfast
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imodium
,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,QUBECO SSI
0.0,,2.0,0.0,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.0,2.0,,,,,,0.0,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,,2.0,0.0,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,0.0,,,,,2.0,,2.0,0.0,,0.0,0.0,,2.0,,0.0,2.0,,2.0,,,,,2.0,2.0,,,0.0,,,,,,2.0,,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,0.0,,2.0,,,,2.0,,Lithium
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,,0.0,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Ventolin
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,,,,2.0,,,,,,0.0,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,yoga
,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,2.0,0.0,,,,,,,,,,,,,2.0,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,0.0,,,2.0,0.0,,,,0.0,,,,,,,,,,Wei Zhang Shun Qi Wan
,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,,,,10 hours interrupted sleep
0.0,,2.0,0.0,,0.0,2.0,,,2.0,,2.0,,2.0,,0.0,,,,2.0,2.0,,0.0,0.0,2.0,,,,,,0.0,,2.0,2.0,,,0.0,,2.0,2.0,2.0,,0.0,,2.0,0.0,2.0,2.0,0.0,,,2.0,2.0,,2.0,0.0,,,,2.0,2.0,2.0,2.0,2.0,,0.0,2.0,0.0,0.0,,,,,2.0,,2.0,0.0,,0.0,0.0,,2.0,,0.0,2.0,,2.0,,,,0.0,2.0,2.0,,,,,,,,,2.0,,0.0,2.0,,,2.0,2.0,2.0,2.0,2.0,,0.0,,2.0,,,,2.0,,Ecural
,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,0.0,2.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,2.0,,,0.0,2.0,,,,2.0,,,,,,,,,,Daily walk
,0.0,,,,,,,,,2.0,,,,,,0.0,,,,,2.0,,,,,,2.0,,,,2.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,Ginkgo
,0.0,,,,,,,,,2.0,,,,,,0.0,,,,,2.0,,,,,,2.0,,,,2.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,party
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nsaid
,0.0,,,,,,,,,2.0,,,,,,0.0,,,,,2.0,,,,,,2.0,,,,2.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,Hiked
2.0,,0.0,2.0,,2.0,0.0,,,0.0,,0.0,,0.0,,2.0,,,,0.0,0.0,,2.0,2.0,0.0,,,,,,2.0,,0.0,0.0,,,2.0,,0.0,0.0,0.0,,2.0,,0.0,2.0,0.0,0.0,2.0,,,0.0,0.0,,0.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,2.0,2.0,,,,,0.0,,0.0,2.0,,2.0,2.0,,0.0,,2.0,0.0,,0.0,,,,2.0,0.0,0.0,,,2.0,,,,,,,,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,,0.0,,,,0.0,,Nasonex
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eggs
