Albuterol,Cycling,Tranexamic acid,Fluvoxamine,Fluids,Osteopathy,Miralax low dose at night,Amitriptyline,Nabumetone,Prednisone,Lavender oil,ponstan,Hydroxychloroquine,Turmeric,Magnesium malate,Probiotic,Colpermin,psychologist,Magnesium,pain relief,Boswelia Complex,Gaba,Fish oil,laxatives,Standing desk,Inositol,gluten free diet,Language Learning,Prilosec,0.9% Sodium Chloride Solution 1L,Tyrosine,ASMR,Yin Chiao,Pataday,Citalopram,Methylphenidate,Synthroid,excedrin migraine,Quell,SPD alternative treatments,Green Vibrance,Epsom Salts,Pet Therapy,Buffered Salmon Oil - DHA - EPA,Recov Bipeptides,breathing exercises,Vitamin B,co-tenidone,Ropinirole,Cleaning ,Vitamin C,Medication,Cetirizine,Pain management,Voltaren,CuraMed,Thyroid-Pro,Zomig,Farm,Vitamin e,Tian Ma Tou Tong - headache,Methotrexate,Plaquenil,Yoga,Vyvanse,Albuterol Inhaler,Therapy,Clonazepam,Physio,Topiramate,N-acetyl cysteine,Paracatamol with codeine,linseed,Enbrel,Headspace,Calcium citrate,eye compress,Midodrine,Mirtazapine,Quell Unit,Noritriptyline,Sertraline,Ibuprofen,Nortriptyline,TENS Unit,Selenium,Burbur-Pinella,Imodium,aqua therapy,Low Dose Naltrexone,Rowing machine,Wei Zhang Shun Qi Wan,Ginkgo,Exercise--walking,Benadryl,Protecting back,Ranitidine,Zyrtec,Vitamin d,Gan Mao Qing anti-viral,Progesterone,Essential oils,Migraine herb feverfew tablets,heating pads,Norco,Ondansetron,Biking,pool,Azathioprine,dexamphetamine,Pentasa,Athlete Vitamin,row
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quell Unit
,0.0,,,,,,0.0,,,,,,,,,2.0,,,2.0,2.0,,,2.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,2.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,0.0,Noritriptyline
,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sertraline
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibuprofen
,2.0,,,,,,2.0,,,,,,,,,0.0,,,0.0,0.0,,,0.0,2.0,,,,,,,,,,,,,0.0,2.0,,,,,0.0,2.0,2.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,2.0,,2.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,2.0,Nortriptyline
,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,TENS Unit
,,,2.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,2.0,,,,0.0,,,,,2.0,,,,,0.0,0.0,,,,,,,2.0,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,Selenium
,,,2.0,,,,,,,0.0,,,,0.0,,,,0.0,,,0.0,,,,0.0,2.0,,,,0.0,,,,,2.0,,,,,0.0,0.0,,,,,,,2.0,,,,,,0.0,0.0,,,,,,,2.0,,,,,,,0.0,0.0,,,,,,,0.0,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,Burbur-Pinella
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Imodium
,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,aqua therapy
,,,0.0,,,,,,,2.0,,,,2.0,,,,2.0,,,2.0,,,,2.0,0.0,,,,2.0,,,,,0.0,,,,,2.0,2.0,,,,,,,0.0,,,,,,2.0,2.0,,,,,,,0.0,,,,,,,2.0,2.0,,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,Low Dose Naltrexone
,0.0,,,,,,0.0,,,,,,,,,2.0,,,2.0,2.0,,,2.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,2.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,Rowing machine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wei Zhang Shun Qi Wan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ginkgo
,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,Exercise--walking
,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,Benadryl
,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protecting back
,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.00778093370868,,,,,,,,0.0,,,,,,Ranitidine
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zyrtec
,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,0.0,,0.00778093370868,,,,,,,,0.0,,0.0,,,,,,Vitamin d
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gan Mao Qing anti-viral
,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,Progesterone
,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,Essential oils
,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,Migraine herb feverfew tablets
,0.0,,,,,,0.0,,,,,,,,,2.0,,,2.0,2.0,,,2.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,2.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,heating pads
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,Norco
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ondansetron
,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,Biking
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pool
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,Azathioprine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dexamphetamine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,Pentasa
,0.0,,,,,,0.0,,,,,,,,,2.0,,,2.0,2.0,,,2.0,0.0,,,,,,,,,,,,,2.0,0.0,,,,,2.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,,,2.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,Athlete Vitamin
