Codeine-Panadol,Vitamin d,Valdoxan,Boswelia Complex,Boswelia,Migraine Diet,Vyvanse,Synthroid,Ventolin,floravit iron,Eyebright Complex,Acetyl Carnitine,Lithium,Magnesium gel,pur-absorb iron,Ranitidine,Nasonex,Pataday,Creatine,Clonazepam,Zofran,Ecural,Vitamin,Soluble Aspirin,Buspirone,DLPA,N-Acelcysteine,Tetralabs Gold Caps,Aspirin,antihistamines,Valium,linseed,Mt. Si ACDC 2x Coco Caps,Probiotic,Cefaly Unit,Antihistamine,Tian Ma Tou Tong - headache,Codeine,Progesterone,Spironolactone,Vitamin B,Physiotherapy,Temazepam,Probiotics,Magnesium,Iron,Multivitamin,Flutiform,Ondansetron,Panamax,Esopram,Mirtazapine,Zoladex,Flexeril,Pain management,Voltaren,Fish oil,Vitamin B complex - 50,Wei Te Ling - heartburn,Vitamin a,Athlete Vitamin,Standing desk,Ibuprofen,Mezavant,Nortriptyline,Prednisone,row
0.0,0.0,2.22044604925e-16,0.0,0.0,0.0,2.22044604925e-16,2.0,2.22044604925e-16,0.0,0.0,0.0,1.87135442528,2.0,0.0,2.0,2.22044604925e-16,0.0,0.470898708941,1.84688998885,2.22044604925e-16,2.0,,0.0174297543029,2.22044604925e-16,0.0,2.0,,0.0,0.0,2.22044604925e-16,0.0,,2.0,,0.0,0.0,1.11022302463e-16,0.0,2.22044604925e-16,2.22044604925e-16,0.0,0.0,0.0,0.0371580280763,2.22044604925e-16,0.0,0.0,0.0,0.0112009133135,,0.0,2.22044604925e-16,,0.0,,2.0,0.0,0.0,2.22044604925e-16,0.0,2.0,0.00013434540264,2.0,1.31622776602,,Voltaren
,2.0,2.0,,,2.0,2.0,0.0,2.0,2.0,2.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,2.0,,,,,2.0,2.0,,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,2.0,,0.0,2.0,0.0,2.0,,Fish oil
,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,,0.0,0.0,,2.0,0.0,2.0,0.0,,Vitamin B complex - 50
,0.0,0.0,,,0.0,0.0,2.0,0.0,0.0,0.0,,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,,0.0,0.0,0.0,,,,,0.0,0.0,,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,2.0,0.0,,0.0,,2.0,0.0,2.0,0.0,,Wei Te Ling - heartburn
0.0,0.0,2.22044604925e-16,0.0,0.0,0.0,2.22044604925e-16,2.0,2.22044604925e-16,0.0,0.0,0.0,1.87135442528,2.0,0.0,2.0,2.22044604925e-16,0.0,0.470898708941,1.84688998885,2.22044604925e-16,2.0,,0.0174297543029,2.22044604925e-16,0.0,2.0,,0.0,0.0,2.22044604925e-16,0.0,,2.0,,0.0,0.0,1.11022302463e-16,0.0,2.22044604925e-16,2.22044604925e-16,0.0,0.0,0.0,0.0371580280763,2.22044604925e-16,0.0,0.0,0.0,0.0112009133135,,0.0,2.22044604925e-16,,0.0,2.22044604925e-16,2.0,0.0,0.0,,0.0,2.0,0.00013434540264,2.0,1.31622776602,,Vitamin a
0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,2.0,,,,0.0,,0.0,2.0,0.0,,,0.0,0.0,,2.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,,,,0.0,,,0.0,,2.0,0.0,Athlete Vitamin
,2.0,2.0,,,2.0,2.0,0.0,2.0,2.0,2.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,2.0,,,,,2.0,2.0,,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,0.0,2.0,2.0,2.0,,,2.0,0.0,2.0,,Standing desk
0.0,0.0,0.00013434540264,0.0,0.0,0.0,0.00013434540264,2.0,0.00013434540264,0.0,0.0,0.0,1.87927979238,2.0,0.0,2.0,0.00013434540264,0.0,0.484878720355,1.85549255229,0.00013434540264,2.0,,0.0206087530887,0.00013434540264,0.0,2.0,,0.0,0.0,0.00013434540264,0.0,,2.0,,0.0,0.0,0.00013434540264,0.0,0.00013434540264,0.00013434540264,0.0,0.0,0.0,0.0328606741063,0.00013434540264,0.0,0.0,0.0,0.0137801906613,,0.0,0.00013434540264,,0.0,0.00013434540264,2.0,0.0,0.0,0.00013434540264,0.0,2.0,,2.0,1.30063518642,,Ibuprofen
,2.0,2.0,,,2.0,2.0,0.0,2.0,2.0,2.0,,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,,2.0,2.0,2.0,,,,,2.0,2.0,,0.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,2.0,0.0,2.0,2.0,2.0,,0.0,2.0,,2.0,,Mezavant
2.0,0.0,1.31622776602,2.0,2.0,0.0,1.31622776602,2.0,1.31622776602,0.0,0.0,2.0,1.18992890552,2.0,0.0,2.0,1.31622776602,0.0,1.97232996103,1.23666941654,1.31622776602,2.0,,1.48706831453,1.31622776602,0.0,0.0,,2.0,2.0,1.31622776602,0.0,,2.0,,2.0,0.0,1.31622776602,0.0,1.31622776602,1.31622776602,0.0,2.0,2.0,1.0482708019,1.31622776602,0.0,2.0,0.0,1.45427926262,,0.0,1.31622776602,,0.0,1.31622776602,2.0,0.0,0.0,1.31622776602,2.0,2.0,1.30063518642,2.0,,,Nortriptyline
0.0,,,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,0.0,0.0,,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,Prednisone
