Ex bike,Women's probiotic,Zantac,tramadol,floravit iron,Naproxen,Ambien CR,Miralax low dose at night,Soluble Aspirin,pur-absorb iron,Daily walk,Vitamin D3,Prednisone,MDMA,Buspirone,Plaquenil,DLPA,Gravol,spice,Kirkland Fish Oil,Probiotic,Stretching,good nights sleep,ate badly,vegan,Physiotherapy,Steps,Magnesium,Panamax,Swimming,Guarana & Ginseng,Rest,physiotherapy,played computer,Nutrasea Fish Oil,electric wheelchair,cocodamol,powerlifting,Vitamin d,Valdoxan,Ritalin,Lying flat,Aleve,Prilosec,almonds,Solifenacin,Charcoal,pilates,Pataday,Citalopram,Zofran,Hydroxyzine,milk,Turmeric tea,Carbomer eye drops,dairy,Low-FODMAP diet,exercise,Standing desk,Inderal,Superlong nap,Vitamin C,Vitamin B,Vitamin B complex - 50,Probiotics,linseed,Magnesium citrate,ate well,Pain management,raspberries,Nortriptyline,Ginger,Vitamin b12,Daytime nap,Cerelle,Methotrexate,Diazepam,Norco,Contraceptive pill,More stretching,Vitamin a,Bu Zhong Yi Qi capsules,Vyvanse,new environment,had sex,chewing gum,Omeprazole,Magnesium gel,cobb salad,Creatine,Clonazepam,Ribose,Physio,alverine,Feverfew,Bicarb on scalp,Valium,depo-provera shot,Oxynorm,gluten,SAM-E,gym,Zoladex,Calcium,Celebrex,Multivitamin,Mirtazapine,heavy lifting,relaxed day,computer game,went swimming,Ibuprofen,Tylenol,Meditation,Wear shoulder brace,cutting weight,Migraine Diet,Inolaxol,Cyclizine,Provigil,Imodium,Lithium,Iberogast,Nasonex,Eyebright Complex,Darifenacin,yoga,Fluoxetine,travel,Ecural,Monteluklast,gluten free,spicy meal,housework,dairy free,cream,Protecting back,Ranitidine,Ventolin,Tian Ma Tou Tong - headache,Codeine,Progesterone,Spironolactone,Voltaren,Migraine herb feverfew tablets,heating pads,Iron,Lexam,Adderall,Ondansetron,Cetraben cream,Iodine,Freezie wrap,Ferrous sulfate,cough syrup,Wei Te Ling - heartburn,Sleep,Gui Pi Pills,Passionflower,drawing,Multi-vitamin,row
,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Charcoal
2.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,pilates
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Pataday
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,Citalopram
,2.0,,0.0,0.0,,0.0,0.0,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,0.0,0.0,2.0,0.0,,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,0.0,,0.0,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,,0.0,0.0,,,0.0,,,0.0,2.0,,0.0,,2.0,,0.0,,Zofran
,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,Hydroxyzine
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,milk
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Turmeric tea
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,Carbomer eye drops
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,dairy
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Low-FODMAP diet
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,exercise
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standing desk
,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Inderal
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Superlong nap
,0.0,,2.0,2.0,,,,0.0,2.0,,,,2.0,0.0,,2.0,,,0.0,,,2.0,,2.0,,,2.0,2.0,,,,2.0,2.0,0.0,,,2.0,0.0,2.0,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,2.0,,2.0,2.0,,0.0,,,2.0,2.0,,,,,,,,,,,2.0,0.0,2.0,,2.0,,,0.0,2.0,,,,,,,,2.0,,,2.0,,,2.0,,,2.0,0.0,,,2.0,,2.0,,,,2.0,2.0,,,,,0.0,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,,2.0,,,2.0,,,,0.0,,2.0,,0.0,,,,Vitamin C
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Vitamin B
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Vitamin B complex - 50
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Probiotics
,0.0,,2.0,2.0,,,,0.0,2.0,,,,2.0,0.0,,2.0,,,0.0,,,2.0,,2.0,,,2.0,2.0,,,,2.0,2.0,0.0,,,2.0,0.0,2.0,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,2.0,0.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,2.0,0.0,2.0,,2.0,,,0.0,2.0,,,,,,,,2.0,,,2.0,,,2.0,,,2.0,0.0,,,2.0,,2.0,,,,2.0,2.0,,,,,0.0,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,,2.0,,,2.0,,,,0.0,,2.0,,0.0,,,,linseed
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Magnesium citrate
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,ate well
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Pain management
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,raspberries
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nortriptyline
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,Ginger
,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,,,Vitamin b12
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.035504436123,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Daytime nap
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,Cerelle
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methotrexate
0.0,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,Diazepam
,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,Norco
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Contraceptive pill
,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,More stretching
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Vitamin a
,0.0,,2.0,2.0,,,,0.0,2.0,,,,2.0,0.0,,2.0,,,0.0,,,2.0,,2.0,,,2.0,2.0,,,,2.0,2.0,0.0,,,2.0,0.0,2.0,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,2.0,0.0,2.0,2.0,,0.0,,,2.0,2.0,,,,,,,,,,,2.0,,2.0,,2.0,,,0.0,2.0,,,,,,,,2.0,,,2.0,,,2.0,,,2.0,0.0,,,2.0,,2.0,,,,2.0,2.0,,,,,0.0,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,,2.0,,,2.0,,,,0.0,,2.0,,0.0,,,,Bu Zhong Yi Qi capsules
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,,,0.0,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Vyvanse
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new environment
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,,,,2.0,0.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,had sex
,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chewing gum
,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,0.0,,,2.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Omeprazole
,0.0,,2.0,2.0,,,,0.0,2.0,,,,2.0,0.0,,2.0,,,0.0,,,2.0,,2.0,,,2.0,2.0,,,,2.0,2.0,0.0,,,2.0,0.0,2.0,,,,,,,,,2.0,,2.0,,,2.0,,,,,,,2.0,0.0,2.0,2.0,,0.0,,,2.0,2.0,,,,,,,,,,,2.0,0.0,2.0,,2.0,,,,2.0,,,,,,,,2.0,,,2.0,,,2.0,,,2.0,0.0,,,2.0,,2.0,,,,2.0,2.0,,,,,0.0,,2.0,2.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0.0,,,2.0,,,2.0,,,,0.0,,2.0,,0.0,,,,Magnesium gel
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,cobb salad
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Creatine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clonazepam
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,Ribose
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,,,,,,,,,Physio
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,alverine
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,Feverfew
,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Bicarb on scalp
,2.0,,0.0,0.0,,,,2.0,0.0,,,,0.0,2.0,,0.0,,,2.0,,,0.0,,0.0,,,0.0,0.0,,,,0.0,0.0,2.0,,,0.0,2.0,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,,,0.0,2.0,0.0,0.0,,2.0,,,0.0,0.0,,,,,,,,,,,0.0,2.0,0.0,,0.0,,,2.0,0.0,,,,,,,,,,,0.0,,,0.0,,,0.0,2.0,,,0.0,,0.0,,,,0.0,0.0,,,,,2.0,,0.0,0.0,,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,,,0.0,,,0.0,,,,2.0,,0.0,,2.0,,,,Valium
,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,depo-provera shot
