Ex bike,Women's probiotic,Hemorrhoid Cream,Ecural,Multivitamin,floravit iron,Naproxen,Toprol,Amitriptyline,tumeric extract,Soluble Aspirin,pur-absorb iron,Panamax,Prednisone,Turmeric tea,Zantac,Lithium,Flonase,Buspirone,Feverfew,DLPA,methotraxate,Vitamin b complex,Dexedrine,Kirkland Fish Oil,Probiotic,therapy session,Womans balance,Physiotherapy,Steps,Magnesium,Boswelia Complex,Mangosteen,Swimming,Allegra,Goth clubbing,Guarana & Ginseng,Fish oil,Rest,Triamcinolone Cream,Nutrasea Fish Oil,Valdoxan,Ritalin,gluten free diet,Aleve,Folate,Solifenacin,Claritin,pilates,Strattera,Zofran,Synthroid,excedrin migraine,N-Acelcysteine,Carbomer eye drops,shoulder stretching,Humira,Standing desk,Greens First Powder,Antihistamine,Astelin,Vitamin C,Vitamin B,Vitamin B complex - 50,Probiotics,linseed,Meditation,Klonopin,Pain management,Voltaren,Nortriptyline,hydrocortisone suppository ,Ginger,Vitamin b12,EnzymixPro,Vitamin d,Prednesone,Tolterodine,Codeine-Panadol,Diazepam,Vitamin a,Bu Zhong Yi Qi capsules,Vyvanse,Eyebright Complex,Acetyl Carnitine,Acupuncture,Magnesium gel,Exercise,alcohol free,Creatine,Clonazepam,Pro Omega 2000 Fish Oil,Ribose,alverine,Plaquenil,CoQ10,Valium,SAM-E,Zoladex,Boswelia,Citrucel,Flutiform,Mirtazapine,Tummy Tamers,Singulair,Allergy Shots,Zinc,Ibuprofen,Melatonin,hip abduction,Migraine Diet,Cyclizine,Provigil,Ventolin,birth control,Magnesium glycinate,5-htp,Nasonex,Darifenacin,Chiropractic adjustment,use exercise bike,Ocella,B12 drops,Monteluklast,Daily walk,Athlete Vitamin,Famotidine,antihistamines,Neti Pot,Cerelle,Codeine,thyroid support complex,Progesterone,Spironolactone,Bovine colostrum,Iron,Tian Ma Tou Tong - headache,Adderall,Ondansetron,Cetraben cream,Pataday,Iodine,B Complex,Ferrous sulfate,cough syrup,Wei Te Ling - heartburn,Sleep,Klaire Ther-biotic,Gui Pi Pills,Passionflower
,0.0,,0.0,0.0,0.0,,,,,0.904911717218,0.0,0.28717725921,,2.0,,0.0703251301956,,0.00397589274075,,2.0,,,,0.0,,,,0.0,,0.796049327516,0.0,,,,,,,,,2.0,0.702351990794,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,0.485298891079,0.0,0.0,0.0,,,0.0,0.762588020486,,,,,,0.0,,,0.0,,0.485298891079,0.0,0.501715766626,0.0,0.0,,0.0,,,0.0558530614245,0.0413286974355,,,,,,0.610286602639,,1.66519286964,0.0,,0.0,0.0,,,,,0.597254433743,,,0.0,,,0.485298891079,,,,0.485298891079,,,,,,,,0.0,,0.0,,,1.25605195252,,0.0,0.00271751038275,,0.485298891079,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,2.0,,,,2.0,,,2.0,,,,,,,,,2.0,2.0,,2.0,,,,,,,2.0,2.0,,,,,2.0,,
,,0.0,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,
,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,0.0,0.0,,2.0,,0.0,0.0,0.0,,2.0,2.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,0.0,2.0,,0.143983671875,,0.0,2.0,2.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,,2.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,2.0,,2.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0.0,,2.0,,,,0.0,,0.0,0.0,0.050018083433,0.0,0.0,2.0,0.0,,,0.0,0.0,0.00507575802526,0.0,0.0569860718752,,0.0,,0.0,0.0,,,,0.0,,0.0,,2.0,0.0,0.246018551779,0.0,0.0,0.114880376525,2.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,
,0.0,,0.0,0.0,0.0,,,,,0.0975731513932,0.0,0.0317980598052,,2.0,,0.837334101345,,0.563723298068,,2.0,,,,0.0,,,,0.0,,0.0556775936039,0.0,,,,,,,,,2.0,0.0282902532893,,,,,,,,,0.485298891079,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0449471201405,,,,,,0.0,,,0.0,,0.0,0.0,0.000181260832038,0.0,0.0,,0.0,,,0.231521997446,0.750506178339,,,,,,0.00983131467095,,0.702201935172,0.0,,0.0,0.0,,,,,0.00794567644567,,,0.0,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.303002658114,,0.0,0.423533036799,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,2.0,,2.0,2.0,2.0,,,,,0.0104174540401,2.0,0.149475198631,,0.0,,1.13713278719,,0.85006905127,,0.0,,,,2.0,,,,2.0,,0.000588497966428,0.0,,,,,,,,,0.0,0.00195419247901,,,,,,,,,0.762588020486,,,,,,,2.0,,0.0,,2.0,0.0449471201405,2.0,0.0,2.0,,,2.0,,,,,,,2.0,,,0.0,,0.0449471201405,2.0,0.0394763574608,2.0,0.0,,2.0,,,0.455744884051,1.04878133183,,,,,,0.0128716159346,,0.432601223502,0.0,,0.0,2.0,,,,,0.0152410387238,,,2.0,,,0.0449471201405,,,,0.0449471201405,,,,,,,,0.0,,0.0,,,0.121764588523,,2.0,0.691667065329,,0.0449471201405,0.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
,,2.0,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0
,,,,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,2.0,0.0,0.0,,,,,0.0,,,,0.0,0.0,,0.0,,0.0,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,0.0,2.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,
,0.0,,0.0,0.0,0.0,,,,0.0,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,0.0,,0.0,,0.0,,0.0,,,,,,0.0,2.0,,0.0,,,2.0,2.0,,,,,,0.0,,0.0,0.0,0.0,,,,,,0.0,,,0.0,,0.0,0.0,,0.0,,0.0,0.0,2.0,,,,0.0,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,,2.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.00893977693935,,,,,,,,,0.0,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,2.0,,,
,0.0,,0.0,0.0,0.0,,,,,0.0975731513932,0.0,0.0317980598052,,2.0,,0.837334101345,,0.563723298068,,2.0,,,,0.0,,,,0.0,,0.0556775936039,0.0,,,,,,,,,2.0,0.0282902532893,,,,,,,,,0.485298891079,,,,,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0449471201405,,,,,,0.0,,,0.0,,,0.0,0.000181260832038,0.0,0.0,,0.0,,,0.231521997446,0.750506178339,,,,,,0.00983131467095,,0.702201935172,0.0,,0.0,0.0,,,,,0.00794567644567,,,0.0,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.303002658114,,0.0,0.423533036799,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,0.0,,0.0,0.0,0.0,,,,,0.0895338442915,0.0,0.036736577278,,2.0,,0.856149146824,,0.580934034185,,2.0,,,,0.0,,,,0.0,,0.049584474931,0.0,,,,,,,,,2.0,0.023969755613,,,,,,,,,0.501715766626,,,,,,,0.0,,0.0,,0.0,0.000181260832038,0.0,0.0,0.0,,,0.0,0.0394763574608,,,,,,0.0,,,0.0,,0.000181260832038,0.0,,0.0,0.0,,0.0,,,0.243843984357,0.768988454358,,,,,,0.00734762865806,,0.684080602349,0.0,,0.0,0.0,,,,,0.00573017820935,,,0.0,,,0.000181260832038,,,,0.000181260832038,,,,,,,,0.0,,0.0,,,0.289476530496,,0.0,0.439194797517,,0.000181260832038,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,0.0,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,2.0,0.0,0.0,,2.0,,0.0,,0.0,,2.0,,,,0.0,,,,0.0,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,0.0,0.0,,0.0,,,0.0,2.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,,,,,0.0,,2.0,,,,0.0,,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,0.0,0.0,,0.0,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,0.582191070865,0.0,0.0958803094801,,2.0,,0.243641007021,,0.0889623054675,,2.0,,,,0.0,,,,0.0,,0.484842076694,0.0,,,,,,,,,2.0,0.40438728066,,,,,,,,,0.0558530614245,,,,,,,0.0,,0.0,,0.0,0.231521997446,0.0,0.0,0.0,,,0.0,0.455744884051,,,,,,0.0,,,0.0,,0.231521997446,0.0,0.243843984357,0.0,0.0,,0.0,,,,0.188628475343,,,,,,0.328582024322,,1.381993049,0.0,,0.0,0.0,,,,,0.318131060799,,,0.0,,,0.231521997446,,,,0.231521997446,,,,,,,,0.0,,0.0,,,0.923211280152,,0.0,0.0341418816931,,0.231521997446,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,0.0,,0.0,0.0,0.0,,,,,1.19206836951,0.0,0.516180926405,,2.0,,0.003937077278,,0.0197944217259,,2.0,,,,0.0,,,,0.0,,1.08301411308,0.0,,,,,,,,,2.0,0.986273867777,,,,,,,,,0.0413286974355,,,,,,,0.0,,0.0,,0.0,0.750506178339,0.0,0.0,0.0,,,0.0,1.04878133183,,,,,,0.0,,,0.0,,0.750506178339,0.0,0.768988454358,0.0,0.0,,0.0,,,0.188628475343,,,,,,,0.888413997681,,1.85014129858,0.0,,0.0,0.0,,,,,0.874320251688,,,0.0,,,0.750506178339,,,,0.750506178339,,,,,,,,0.0,,0.0,,,1.52050072011,,0.0,0.0648948963812,,0.750506178339,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,0.0,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,0.0,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,0.0,0.0,,,,,0.0,,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0
,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,2.0,,,,,,2.0,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,2.0,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,2.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,2.0,,0.0,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,0.0,,,,,0.0461795372172,0.0,0.0763101368139,,2.0,,0.976948737144,,0.693876837618,,2.0,,,,0.0,,,,0.0,,0.0189385045317,0.0,,,,,,,,,2.0,0.0048071945591,,,,,,,,,0.610286602639,,,,,,,0.0,,0.0,,0.0,0.00983131467095,0.0,0.0,0.0,,,0.0,0.0128716159346,,,,,,0.0,,,0.0,,0.00983131467095,0.0,0.00734762865806,0.0,0.0,,0.0,,,0.328582024322,0.888413997681,,,,,,,,0.571597693657,0.0,,0.0,0.0,,,,,0.000100734624303,,,0.0,,,0.00983131467095,,,,0.00983131467095,,,,,,,,0.0,,0.0,,,0.209551915075,,0.0,0.54349798977,,0.00983131467095,2.0,,0.0,,0.0,,,0.0,,0.0,,,0.0,
,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0
,2.0,,2.0,2.0,2.0,,,,,0.319963754902,2.0,0.950490795188,,0.0,,1.89347279355,,1.72906470342,,0.0,,,,2.0,,,,2.0,,0.404689120598,0.0,,,,,,,,,0.0,0.48516413304,,,,,,,,,1.66519286964,,,,,,,2.0,,0.0,,2.0,0.702201935172,2.0,0.0,2.0,,,2.0,0.432601223502,,,,,,2.0,,,0.0,,0.702201935172,2.0,0.684080602349,2.0,0.0,,2.0,,,1.381993049,1.85014129858,,,,,,0.571597693657,,,0.0,,0.0,2.0,,,,,0.58446604284,,,2.0,,,0.702201935172,,,,0.702201935172,,,,,,,,0.0,,0.0,,,0.107896262575,,2.0,1.6083760461,,0.702201935172,0.0,,2.0,,2.0,,,2.0,,2.0,,,2.0,
,,,,,,,,,,0.0,,0.0,0.0,,,,,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,,0.0,0.0,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,0.0,,,0.0,,0.0,,,,,,,,,,,,,,
,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
