Fluvoxamine,Meticorten,floravit iron,Naproxen,Ambien CR,Miralax low dose at night,Soluble Aspirin,pur-absorb iron,Calcort,Eyebright Complex,Prednisone,Buspirone,Plaquenil,DLPA,Wei Te Ling - heartburn,Vitamin b complex,Ketotifeno,Mt. Si ACDC 2x Coco Caps,Probiotic,Stretching,Physiotherapy,Phenergan,Magnesium,Panamax,Allegra,Benadryl,Flexeril,Fish oil,Miralax low dose PM,Standing desk,cocodamol,Tretinoin,Omeprazole,gluten free diet,Bicarb on scalp,Marijuana,Acetaminophen,Tyrosine,Charcoal,Coffee,Thyroxine,Pataday,anti-nausea pills,Zofran,Clinda-derm,Hydroxyzine,Synthroid,Low-FODMAP diet,Complex b,Tetralabs Gold Caps CBN,Inderal,Vitamin B,Vitamin B complex - 50,Probiotics,Ropinirole,Andrographis compound,Tavegyl,Gabapentin,Pain management,Nortriptyline,Cymbalta,Ginger,Cranberry extract,Vitamin a,Vitamin d,Mezavant,linseed,Diazepam,Yoga,Iron,Contraceptive pill,More stretching,Vyvanse,5 or more portions of fruit and veg,Valdoxan,Lying flat,Magnesium gel,Exercise,Creatine,Clonazepam,Topiramate,Drinking eight glasses or more of water,Valium,Oxynorm,Chiropractic,gym,Zoladex,Bagomicina,Midodrine,Multivitamin,Mirtazapine,Love,Wear shoulder brace,Ultrasound,Ibuprofen,Meditation,Dicyclomine,Migraine Diet,Inolaxol,mountain biking,Lithium,Iberogast,Nasonex,Fexofenadine,Ecural,gluten free,Zolmitriptan,Valerian,dairy free,Tetralabs Gold Caps,Magnesium amino acid chelate,Topical ibuprofen,Protecting back,Wore arch supports all day,Ranitidine,Ventolin,Tian Ma Tou Tong - headache,Codeine,Progesterone,Spironolactone,Voltaren,Temazepam,heating pads,Norco,Ondansetron,Mebeverine,Wellbutrin,Freezie wrap,Singulair,drawing,Montelukast,Methylphenidate,Multi-vitamin,row
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,2.0,,,,2.0,,2.0,,2.0,2.0,,,,2.0,,0.0,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,2.0,,,,,,2.0,,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,2.0,,0.0,,0.0,0.0,,,2.0,,,,0.0,,,2.0,2.0,,,,2.0,,,2.0,,,0.0,,2.0,,0.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,,,,Nortriptyline
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,Cymbalta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ginger
,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,Cranberry extract
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Vitamin a
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Vitamin d
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Mezavant
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,linseed
,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,Diazepam
0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,2.0,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,Yoga
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Iron
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Contraceptive pill
,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,2.0,,,,More stretching
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Vyvanse
,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,5 or more portions of fruit and veg
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Valdoxan
,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,2.0,,,,Lying flat
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,2.0,,,,2.0,,2.0,,2.0,2.0,,,,2.0,,0.0,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,2.0,,,,,,2.0,0.0,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,2.0,,,,0.0,0.0,,,2.0,,,,0.0,,,2.0,2.0,,,,2.0,,,2.0,,,0.0,,2.0,,0.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,,,,Magnesium gel
0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,,,2.0,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,Exercise
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,2.0,,,,2.0,,2.0,,2.0,2.0,,,,2.0,,0.0,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,2.0,,,,,,2.0,0.0,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,2.0,,0.0,,,0.0,,,2.0,,,,0.0,,,2.0,2.0,,,,2.0,,,2.0,,,0.0,,2.0,,0.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,,,,Creatine
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,2.0,,,,2.0,,2.0,,2.0,2.0,,,,2.0,,0.0,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,2.0,,,,,,2.0,0.0,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,2.0,,0.0,,0.0,,,,2.0,,,,0.0,,,2.0,2.0,,,,2.0,,,2.0,,,0.0,,2.0,,0.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,,,,Clonazepam
0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,0.0,,,2.0,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,Topiramate
,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,Drinking eight glasses or more of water
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,Valium
,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,2.0,,,,Oxynorm
0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,2.0,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,Chiropractic
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gym
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,2.0,,,,2.0,,2.0,,2.0,2.0,,,,2.0,,0.0,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,2.0,,,,,,2.0,0.0,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,2.0,,0.0,,0.0,0.0,,,2.0,,,,,,,2.0,2.0,,,,2.0,,,2.0,,,0.0,,2.0,,0.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,,,,Zoladex
,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,Bagomicina
0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,2.0,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,Midodrine
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Multivitamin
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Mirtazapine
2.0,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,2.0,,,,2.0,,,,2.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,Love
,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,2.0,,,,Wear shoulder brace
2.0,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,2.0,,,,2.0,,,,2.0,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,Ultrasound
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,2.0,,,0.0,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Ibuprofen
,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,,Meditation
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,Dicyclomine
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Migraine Diet
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Inolaxol
0.0,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,,,,0.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,mountain biking
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,2.0,,,,2.0,,2.0,,2.0,2.0,,,,2.0,,0.0,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,2.0,,,,,,2.0,0.0,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,2.0,,0.0,,0.0,0.0,,,2.0,,,,0.0,,,2.0,2.0,,,,2.0,,,2.0,,,,,2.0,,0.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,,,,Lithium
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Iberogast
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Nasonex
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,Fexofenadine
,,2.0,,,,2.0,2.0,,2.0,,0.0,,2.0,2.0,,,,2.0,,2.0,,2.0,2.0,,,,2.0,,0.0,,,,,,,,,,,,2.0,,2.0,,,2.0,,,,,2.0,2.0,,,,,,2.0,0.0,,,,2.0,2.0,2.0,2.0,,,2.0,,,2.0,,2.0,,0.0,,0.0,0.0,,,2.0,,,,0.0,,,2.0,2.0,,,,2.0,,,2.0,,,0.0,,2.0,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,,,,,,,Ecural
,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,2.0,,,,gluten free
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,Zolmitriptan
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,Valerian
,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,0.0,,2.0,,,,dairy free
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tetralabs Gold Caps
,,,,,,,,,,,,,,,2.0,,,2.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magnesium amino acid chelate
,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,Topical ibuprofen
,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,2.0,,,,Protecting back
,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,Wore arch supports all day
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Ranitidine
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Ventolin
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,Tian Ma Tou Tong - headache
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,Codeine
,,0.0,,,,0.0,0.0,,0.0,,2.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,2.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,0.0,0.0,,,,,,0.0,2.0,,,,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,,2.0,,2.0,2.0,,,0.0,,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,,,2.0,,0.0,,2.0,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,,,,,,,Progesterone
