Fluvoxamine,haircut,Poor sleep (hotel),Ambien CR,Miralax low dose at night,fuck yeah avocado,ate breakfast,snuggly cat,busy,excerise,met a new cat,Lavender oil,sugar,N-acetyl cysteine,rice,Magnesium malate,cuddled kitten,goat cheese,butternut squash risotto,Magnesium,Gaba,drank a lot,read book,Slept most of the day,salad,ate grains,ate popcorn,cocodamol,gluten free prezels,Inositol,Buteyko  breathing exercises ,Low dose pain meds,gluten free diet,bed day,3 drinks,Tyrosine,grocery shopping,no sleep,Zofran,Hydroxyzine,Candesartan,exercise,Green Vibrance,Slept well,Epsom Salts,sugar yesterday,eat two Luna bars,Woke Up With Alarm,Superlong nap,listen to music ,coffee,Ropinirole,mass transit,CuraMed,studied,cuddles!,Better sleep,new environment,bed late,beans,Late lunch,ate at a restaurant,Plaquenil,cheese,napped well,Norco,hiking,More stretching,short nap,decent sleep,Lying flat,ate red meat,no sleep last night,vacation,washing up,Topiramate,dairy,slept late,rest day,Oxynorm,shopping,l-theanine,Midodrine,grains,very little sleep,had sex ,Phentermine,Wear shoulder brace,coconut,allergy shot,Selenium,marijuana,honey,Burbur-Pinella,Low Dose Naltrexone,drank alcohol,gluten free,Ginkgo,nap,L-theanine,dairy free,party,had sex last night,Protecting back,Hiked,Awesome cheat day,Voltaren,heating pads,no breakfast,heavy physcial exertion,Freezie wrap,Onions,one coffee,blowjob,walked,drawing,Sleep,Methylphenidate,row
,0.0,0.0,2.0,2.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,0.0,0.0,,,,2.0,2.0,,2.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,2.0,0.0,0.0,,0.0,,,,,2.0,,2.0,0.0,,2.0,,,0.0,,,0.0,,,2.0,,,,,2.0,,,2.0,0.0,,,,,,,0.0,2.0,,0.0,,2.0,2.0,,2.0,,,,2.0,0.0,0.0,2.0,,,,0.0,2.0,,,napped well
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,0.0,,,,2.0,0.0,,,Norco
,,,,,,0.345181392837,0.0,,2.0,2.0,2.0,,2.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,2.0,,2.0,2.0,,,2.0,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,2.0,,2.0,2.0,,,,,,2.0,,,,,,,,,,,,2.0,,,,,0.0,,hiking
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,0.0,,,,2.0,0.0,,,More stretching
,0.0,0.0,2.0,2.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,0.0,0.0,,,,2.0,2.0,,2.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,2.0,0.0,0.0,,0.0,,,,0.0,2.0,,2.0,,,2.0,,,0.0,,,0.0,,,2.0,,,,,2.0,,,2.0,0.0,,,,,,,0.0,2.0,,0.0,,2.0,2.0,,2.0,,,,2.0,0.0,0.0,2.0,,,,0.0,2.0,,,short nap
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,decent sleep
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,,,,2.0,,,2.0,,,0.0,,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,0.0,,,,2.0,0.0,,,Lying flat
,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,ate red meat
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no sleep last night
,0.0,0.0,2.0,2.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,0.0,0.0,,,,2.0,2.0,,2.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,2.0,0.0,0.0,,0.0,,,,0.0,2.0,,2.0,0.0,,2.0,,,,,,0.0,,,2.0,,,,,2.0,,,2.0,0.0,,,,,,,0.0,2.0,,0.0,,2.0,2.0,,2.0,,,,2.0,0.0,0.0,2.0,,,,0.0,2.0,,,vacation
,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,washing up
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Topiramate
,0.0,0.0,2.0,2.0,,3.95687149712e-10,2.0,0.0,0.0,0.0,,,,0.0,,0.0,,0.0,,,0.0,,,,,,2.0,,,,,,0.0,0.0,,,,2.0,2.0,,2.0,,0.0,,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2.0,2.0,0.0,,2.0,,,0.0,,,,,,2.0,,0.0,,,2.0,,,2.0,0.0,,,,0.0,,,0.0,2.0,,0.0,0.0,2.0,2.0,,2.0,,,,2.0,0.0,0.0,2.0,0.0,,,0.0,2.0,2.0,,dairy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slept late
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rest day
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,,,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,0.0,,,,2.0,0.0,,,Oxynorm
,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,0.0,,,,shopping
,,,,,,0.0,2.0,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,2.0,,l-theanine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midodrine
,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,grains
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,0.0,,,,2.0,0.0,,,very little sleep
,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,had sex 
,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phentermine
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,0.0,,,,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,0.0,,,,2.0,0.0,,,Wear shoulder brace
,0.0,0.0,2.0,2.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,0.0,0.0,,,,2.0,2.0,,2.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,2.0,0.0,0.0,,0.0,,,,0.0,2.0,,2.0,0.0,,2.0,,,0.0,,,0.0,,,2.0,,,,,2.0,,,2.0,,,,,,,,0.0,2.0,,0.0,,2.0,2.0,,2.0,,,,2.0,0.0,0.0,2.0,,,,0.0,2.0,,,coconut
,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,allergy shot
,,,,,,2.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,Selenium
,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,marijuana
,,,,,,0.0,2.0,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,2.0,,honey
,,,,,,2.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burbur-Pinella
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Low Dose Naltrexone
,0.0,0.0,2.0,2.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,0.0,0.0,,,,2.0,2.0,,2.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,2.0,0.0,0.0,,0.0,,,,0.0,2.0,,2.0,0.0,,2.0,,,0.0,,,0.0,,,2.0,,,,,2.0,,,2.0,0.0,,,,,,,,2.0,,0.0,,2.0,2.0,,2.0,,,,2.0,0.0,0.0,2.0,,,,0.0,2.0,,,drank alcohol
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,0.0,,,0.0,2.0,,,,,,,2.0,,,2.0,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,0.0,,,,2.0,0.0,,,gluten free
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ginkgo
,0.0,0.0,2.0,2.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,0.0,0.0,,,,2.0,2.0,,2.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,2.0,0.0,0.0,,0.0,,,,0.0,2.0,,2.0,0.0,,2.0,,,0.0,,,0.0,,,2.0,,,,,2.0,,,2.0,0.0,,,,,,,0.0,2.0,,,,2.0,2.0,,2.0,,,,2.0,0.0,0.0,2.0,,,,0.0,2.0,,,nap
,,,,,,0.0,2.0,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,L-theanine
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,,0.0,,0.0,,,,0.0,2.0,2.0,0.0,,,,2.0,0.0,,,dairy free
,2.0,2.0,0.0,0.0,,1.03974662234,,2.0,,,,0.0,,,,2.0,0.0,2.0,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,2.0,2.0,,0.0,,0.0,0.0,,0.0,,2.0,,,0.0,2.0,,2.0,0.0,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,0.0,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,0.0,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,,,0.0,0.0,,,0.0,2.0,2.0,0.0,,0.0,,0.787572641663,0.0,,,party
,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,had sex last night
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,,,,,0.0,2.0,2.0,0.0,,,,2.0,0.0,,,Protecting back
,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,0.0,,,,Hiked
,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,Awesome cheat day
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voltaren
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,0.0,,,,,2.0,2.0,0.0,,,,2.0,0.0,,,heating pads
,0.0,0.0,2.0,2.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,0.0,0.0,,,,2.0,2.0,,2.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,2.0,0.0,0.0,,0.0,,,,0.0,2.0,,2.0,0.0,,2.0,,,0.0,,,0.0,,,2.0,,,,,2.0,,,2.0,0.0,,,,,,,0.0,2.0,,0.0,,2.0,2.0,,2.0,,,,2.0,,0.0,2.0,,,,0.0,2.0,,,no breakfast
,0.0,0.0,2.0,2.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,,,,,,2.0,,,,,,0.0,0.0,,,,2.0,2.0,,2.0,,0.0,,,,0.0,,0.0,,,0.0,,0.0,,2.0,0.0,0.0,,0.0,,,,0.0,2.0,,2.0,0.0,,2.0,,,0.0,,,0.0,,,2.0,,,,,2.0,,,2.0,0.0,,,,,,,0.0,2.0,,0.0,,2.0,2.0,,2.0,,,,2.0,0.0,,2.0,,,,0.0,2.0,,,heavy physcial exertion
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,,,,,2.0,0.0,,,Freezie wrap
,,,,,,0.0,2.0,,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,Onions
,,,,,,0.0,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,one coffee
,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,blowjob
,0.0,0.0,2.0,2.0,,0.0320385832644,,0.0,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,2.0,0.0,,,,,0.0,0.0,,0.0,,2.0,2.0,,2.0,,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,2.0,0.0,0.0,,0.0,,,0.0,0.0,2.0,,2.0,0.0,,2.0,,,0.0,,,0.0,,,2.0,0.0,,,,2.0,,,2.0,0.0,,,,,,,0.0,2.0,,0.0,,2.0,0.787572641663,,2.0,0.0,,,2.0,0.0,0.0,2.0,,0.0,,,2.0,,,walked
,2.0,2.0,0.0,0.0,,2.0,,2.0,,,,,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,2.0,2.0,,,,0.0,0.0,,0.0,,2.0,,,,2.0,,2.0,,,2.0,,2.0,,0.0,2.0,2.0,,2.0,,,,2.0,0.0,,0.0,2.0,,0.0,,,2.0,,,2.0,,,0.0,,,,,0.0,,,0.0,2.0,,,,,,,2.0,0.0,,2.0,,0.0,0.0,,0.0,,,,0.0,2.0,2.0,0.0,,,,2.0,,,,drawing
,,,,,,2.0,0.0,,2.0,2.0,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,Sleep
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methylphenidate
