Ex bike,Clinda-derm,Boswelia,Cod liver oil,Phyical Therapy - stretches,Ferrous fumarate,Lansoprazole,MitoQ ,Osteopathy,Acetyl Carnitine,Naproxen,Ambien CR,Amitriptyline,Soluble Aspirin,ate breakfast,Omega-3 Capsules,Prednisone,meds,mag ox,Buspirone,Trileptal,Vitamin b complex,Ponaris,Probiotic,Sulfasalazine,Phenergan,Steps,Magnesium,Boswelia Complex,Mangosteen,THC,Swimming,Allegra,Flexeril,Fish oil,Marijuana,Rest,Zolmitriptan,Cane to get down stairs,Lyrica,Post-op ice device,Corticosteroids,Panamax,Medications,Thyroxine,gluten free diet,Fentanyl,Oestrogel,Miralax low dose PM,Flecainide,Butterbur,Vicodin,Acetaminophen,Zolpidem,Coffee,pilates,Solpadeine Max,Strattera,Relaxing,Zofran,Cefaly Unit,Hydroxyzine,Candesartan,excedrin migraine,N-Acelcysteine,Venlafaxine,Complex b,Antihistamine,Superlong nap,Astelin,Vitamin C,Vitamin B,Allopurinol,Probiotics,Andrographis compound,eye drops,Meditation,Cleaning ,Maxalt,Klonopin,Medication,CBD,Gabapentine,Nortriptyline,Cymbalta,Hydrocortisone,Vitamin b12,Vitamin d,Ice pack,Cardio,massage,Codeine-Panadol,Diazepam,Yoga,Iron,hiking,physical therapy,Vitamin a,hot water bottle,Vyvanse,Valdoxan,decent sleep,Tretinoin,had sex,Florinef,Levothyroxine,Metformin,Exercise,alcohol free,Creatine,Clonazepam,Infection,Topiramate,pool,Dermatologist,Drinking eight glasses or more of water,slept late,Valium,Morphine,Chiropractic,Walking,Zoladex,Massage ,eye compress,Tranexamic acid,Flutiform,Folic acid,Canned pumpkin,stool softener,Phentermine,Zinc,Ibuprofen,Melatonin,counselor,Dicyclomine,Zomig,AM meds,Alcohol,Cyclizine,Sunlight,Pantoprazole,Magnesium glycinate,5-htp,Nasonex,Fexofenadine,Lithium,Coenzyme q-10,eye ointment,Daily walk,Ubiquinol,Valerian,Achy breaky rub,Solpadol,Athlete Vitamin,Famotidine,Magnesium amino acid chelate,Prontolax Supp,Benadryl,Enada,strapping of shoulder,Ventolin,Seasonique,Codeine,Claritin,Progesterone,Spironolactone,Essential oils,Temazepam,heating pads,Norco,antihistamines,Mebeverine,Wellbutrin,psychiatrists,neuro,Singulair,Canadian Bacon,Solpadeine,cough syrup,Montelukast,Voltaren,Sleep,Oxycodone,row
,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miralax low dose PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flecainide
,0.0,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,Butterbur
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vicodin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acetaminophen
,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Zolpidem
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coffee
2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,pilates
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,Solpadeine Max
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Strattera
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Relaxing
,,0.0,,,,,,,2.0,,0.0,,0.0,,,0.0,0.0,,2.0,,0.0,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,2.0,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,,2.0,,,0.0,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,0.0,,,,0.0,,,,2.0,,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0335622928491,,2.0,,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,2.0,,,0.0,0.0,2.0,,,,,0.0,,,,,0.0,,,Zofran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cefaly Unit
,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Hydroxyzine
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Candesartan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,excedrin migraine
,,2.0,,,,,,,0.0,,,,2.0,,,2.0,,,0.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,2.0,,,2.0,,,2.0,,2.0,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,0.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,2.0,,0.0,,,,,,,,2.0,,,,,,,2.0,,2.0,,,0.0,,,,,0.0,,,,,,,,,,2.0,,,N-Acelcysteine
,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Venlafaxine
,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complex b
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Antihistamine
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,Superlong nap
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Astelin
,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,0.0,,,,,0.0,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Vitamin C
,0.0,0.0,,0.0,,,,2.0,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,2.0,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,,,0.0,,,,,,,0.0,,,2.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,,,,0.0,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,,0.0,0.0,2.0,,,,0.0,0.0,,,0.0,,,,0.0,0.0,,0.0,,0.0,,0.0,2.0,,,,,2.0,,,,,,,,,0.0,0.0,,,Vitamin B
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allopurinol
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Probiotics
,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrographis compound
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,eye drops
0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,Meditation
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleaning 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maxalt
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Klonopin
,0.0,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,2.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.211319526551,,,,,,0.0,,,0.0,,,,,,0.0,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,0.0,,2.0,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,0.0,,,,Medication
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,CBD
,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabapentine
,,2.0,,,,,0.0,,0.0,,,,2.0,,0.0,2.0,,,0.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,0.0,,,,,,2.0,,,,,0.0,0.0,,2.0,,,,2.0,,2.0,,,,,,,,,0.0,,,,,,,,,2.0,,,2.0,,,2.0,,2.0,2.0,,,,,,,,,0.0,0.0,,,,,,,2.0,,,,0.0,,,,2.0,,,,,,2.0,,,,,,,,,0.0,,,2.0,,0.0,,,,,,,,2.0,,,0.0,,,,2.0,,2.0,,,0.0,,,,,0.0,,,,,,,,,,2.0,,,Nortriptyline
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,Cymbalta
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hydrocortisone
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Vitamin b12
,0.0,,,0.0,,,,2.0,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,2.0,,2.0,,,,,,,0.0,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,,0.0,,,,0.0,,,,0.0,0.211319526551,0.0,,,,,0.0,,0.0,,,,,2.0,,,0.581042468571,,,,,,0.0,,,,0.0,2.0,,,,,,0.0,2.0,,,,,2.0,2.0,,,0.0,,,,,0.0,,0.0,,0.0,2.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,,,,2.0,2.0,0.0,,,,0.0,,,,Vitamin d
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,,,0.0,,,,,,,,Ice pack
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardio
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,massage
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Codeine-Panadol
0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,Diazepam
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,Yoga
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Iron
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,hiking
,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,,,,,0.0,0.581042468571,0.0,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,0.0,0.0,0.0,,,2.0,0.0,,,,,,,0.0,,,,,0.0,,,,0.0,,,,,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,physical therapy
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,,,0.0,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Vitamin a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hot water bottle
,,0.0,,,,,,,2.0,,,,0.0,,,0.0,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,2.0,,,0.0,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,0.0,,,0.0,,,0.0,,,0.0,,,,,,,,,2.0,2.0,,,,,,,0.0,,,,2.0,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,0.0,,,,,,,0.0,,0.0,,,2.0,,,,,2.0,,,,,,,,,,0.0,,,Vyvanse
