Vitamins,slept 12 hours,Fluids,Amitriptyline,played video games,ate breakfast,busy,sugar,First date,Netflix day,rice,coffee,Aloe Detox Water,ate gluten,treadmill,day at home,Turmeric,maple syrup,Flexeril,lifted weights,11 hours of sleep,took naps,Medications,Language Learning,church,bacon,Human Growth Hormone,eating out,ASMR,Coffee,grocery shopping,Medical Marijuana,espresso,Synthroid,Vitamin B2,SPD alternative treatments,worked out,exercise,Work,Off work,Pet Therapy,Medical marijuana,Superlong nap,breathing exercises,Anakinra,ate garlic,Into the city,Walking,Medication,ribs,studied,fun shopping,Coenzyme q-10,beans,Vitamin d,Counseling,Late lunch,sun exposure,massage,Yoga,hiking,physical therapy,shopped,had sex,mangos,Rock climbing,ate red meat,Extra Medications,Metformin,Exercise,sugar yesterday,1 slice of cheese,tough half marathon,Therapy,Dermatologist,Weather- rain,slept late,CoQ10,shopping,lower dose of msm,Chiropractic,worked in garden,slept in,Midodrine,worked,banana,Meditation,counselor,ate a slice of cheese,TENS Unit,Zomig,Computer for many hours,Alcohol yesterday,150km yday,Fexofenadine,yoga,advil,did 7 mins of exercise   woohoo,Daily walk,housework,Exercise--walking,ate dairy,beach,laundry,Meat,ate eggs,ativan,exercised,Essential oils,no breakfast,1 slice of cheese ,pool,psychiatrists,archery,neuro,walked,no sleep,Paracetamol,row
,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,2.0,1 slice of cheese
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tough half marathon
0.0,2.0,0.0,,,,2.0,,,,,2.0,0.0,,,,2.0,,,,,,,2.0,0.0,,,,2.0,0.0,,0.0,2.0,,,2.0,,,,,2.0,2.0,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,2.0,,,,,,,,,2.0,,0.0,,,,,,,,0.0,,,,,,,,2.0,,Therapy
,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,0.0,2.0,,,,,,0.0,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,0.0,,0.0,,,,Dermatologist
0.0,2.0,0.0,,,,2.0,,,,,2.0,0.0,,,,2.0,,,,,,,2.0,0.0,,,,2.0,0.0,,0.0,2.0,,,2.0,,,,,2.0,2.0,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,2.0,,0.0,,,,,,,,0.0,,,,,,,,2.0,,Weather- rain
,,,2.0,0.0,,,,,,,,,0.0,,,,,2.0,,,2.0,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,,2.0,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,slept late
,,,,,,,2.0,,,2.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,CoQ10
,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,2.0,shopping
,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,2.0,lower dose of msm
,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,,2.0,,,,,,0.0,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,0.0,,0.0,,,,Chiropractic
,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,2.0,2.0,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,,,2.0,,,,,,,2.0,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,2.0,,2.0,,,,worked in garden
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,0.0,,,slept in
,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Midodrine
,,,,,2.0,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,2.0,0.0,,,,,,,2.0,,,,,,,,,2.0,,2.0,,,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,2.0,,,,,,,,,,0.0,,2.0,,0.0,,,,,,,,,,0.0,,,worked
,,,,,,0.0,0.0,,,0.0,,,,2.0,,,0.0,,,0.0,,,,,0.0,,,,,,,,,2.0,,,0.011963886246,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,2.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,0.0,,,0.0,0.0,,0.0,,,,2.0,banana
0.0,2.0,0.0,,,,2.0,,,,,2.0,0.0,,,,2.0,,,,,,,2.0,0.0,,,,2.0,0.0,,0.0,2.0,,,2.0,,,,,2.0,2.0,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,0.0,,,,,,,,0.0,,,,,,,,2.0,,Meditation
,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,2.0,,,,,,,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,0.0,,0.0,,,,counselor
,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,0.0,,,,2.0,ate a slice of cheese
2.0,0.0,2.0,,,,0.0,,,,,0.0,2.0,,,,0.0,,,,,,,0.0,2.0,,,,0.0,2.0,,2.0,0.0,,,0.0,,,,,0.0,0.0,,2.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,,2.0,,,,,,,,2.0,,,,,,,,0.0,,TENS Unit
,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,Zomig
,,,,,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,Computer for many hours
,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,Alcohol yesterday
,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,150km yday
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fexofenadine
,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,2.0,2.0,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,,,2.0,0.0,,,,,,2.0,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,2.0,,2.0,,,,yoga
,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,2.0,advil
,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,2.0,2.0,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,,,2.0,0.0,,,,,,2.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,2.0,,2.0,,,,did 7 mins of exercise   woohoo
2.0,0.0,2.0,,,,0.0,,,,,0.0,2.0,,,,0.0,,,,,,,0.0,2.0,,,,0.0,2.0,,2.0,0.0,,,0.0,,,,,0.0,0.0,,2.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,0.0,,Daily walk
,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,2.0,2.0,,,,2.0,,2.0,,,,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,,,2.0,0.0,,,,,,2.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,2.0,,2.0,,,,housework
0.0,2.0,0.0,,,,2.0,,,,,2.0,0.0,,,,2.0,,,,,,,2.0,0.0,,,,2.0,0.0,,0.0,2.0,,,2.0,,,,,2.0,2.0,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,0.0,,,,,,,,2.0,,Exercise--walking
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,ate dairy
,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beach
,,,,,0.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,laundry
,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meat
,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,ate eggs
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ativan
,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,exercised
0.0,2.0,0.0,,,,2.0,,,,,2.0,0.0,,,,2.0,,,,,,,2.0,0.0,,,,2.0,0.0,,0.0,2.0,,,2.0,,,,,2.0,2.0,,0.0,,,,,2.0,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,,,,,,,0.0,,,2.0,,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,2.0,,Essential oils
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no breakfast
,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,2.0,1 slice of cheese 
,,,,,,,0.0,,,0.0,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,pool
,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,2.0,,,,,,0.0,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,0.0,,,,psychiatrists
,,,,,,0.0,,,,,,,,2.0,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,2.0,archery
,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,2.0,,,,,,0.0,,,,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,0.0,,,,,,neuro
,,,,,2.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,walked
2.0,0.0,2.0,,,,0.0,,,,,0.0,2.0,,,,0.0,,,,,,,0.0,2.0,,,,0.0,2.0,,2.0,0.0,,,0.0,,,,,0.0,0.0,,2.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,2.0,,2.0,,,,,,,,,,,2.0,,,0.0,,,,,,,,,0.0,,2.0,,,,,,,,2.0,,,,,,,,,,no sleep
,,,,,,2.0,,,,,,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,2.0,2.0,,,,,,2.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,2.0,,,,,Paracetamol
