Albuterol,hiking,Cycling,Midodrine,Phyical Therapy - stretches,Fluvoxamine,Caffeine,Osteopathy,Tylenol 3,Cannabis,Ambien CR,Miralax low dose at night,Amitriptyline,farm work,ate breakfast,busy,Prednisone,excedrin migraine,ponstan,DEHA,Vitamin b complex,overeating,Methylcobalamine,Colpermin,Stretching,Megaspore,psychologist,Magnesium,pain relief,Boswelia Complex,THC,bread,Allegra,Fish oil,Rest,Lidocaine Patch,Cane to get down stairs,laxatives,Post-op ice device,Standing desk,Methylphenidate,cocodamol,Corticosteroids,Dicyclomine,Home physio exercises,Omeprazole,gluten free diet,Bicarb on scalp,Prilosec,breathing exercises,Aromatherapy,0.9% Sodium Chloride Solution 1L,Vicodin,Tyrosine,Charcoal,Claritin,Strattera,Relaxing,Ultrasound,Citalopram,Zofran,Clinda-derm,Hydroxyzine,meds,Quell,masturbated,dairy,Low-FODMAP diet,Veggies,Acetaminophen plus Codeine Number 3,Inderal,Buffered Salmon Oil - DHA - EPA,Recov Bipeptides,Astelin,Vitamin C,Vitamin B,Probiotics,Ropinirole,Anakinra,Tavegyl,eye drops,Gabapentin,Maxalt,Klonopin,Medication,CBD,Voltaren,LUSH acne spot-treatment,Zomig,Ginger,Vitamin b12,Vitamin d,Methotrexate,strength exercises,Late lunch,Cardio,massage,linseed,cheese,didn't really eat lunch,Yoga,Contraceptive pill,More stretching,physical therapy,Medications,Lying flat,Metformin,Exercise,Physio,Topiramate,juiced,Headspace,Dermatologist,Snooze,Plaquenil,Paracatamol with codeine,Oxynorm,Chiropractic,gym,Walking,eye compress,Tranexamic acid,Multivitamin,pancakes dinner,rebounding,Love,Pain management,Noritriptyline,Snacks,stool softener,anti-nausea pills,Zinc,Ibuprofen,Melatonin,counselor,Nortriptyline,Imodium,Wear shoulder brace,Tretinoin,Alcohol,Migraine Diet,Inolaxol,Sunlight,Bed at 11,Pantoprazole,aqua therapy,mountain biking,Magnesium glycinate,breakfast,5-htp,colofac mr,Nasonex,Fexofenadine,Rowing machine,Trigger Points,Coenzyme q-10,ate little,eye ointment,gluten free,Ginkgo,hot,Fruit,Achy breaky rub,dairy free,Athlete Vitamin,Famotidine,Iberogast,Zyrtec,Enada,Protecting back,Ranitidine,strapping of shoulder,Cefaly Unit,Seasonique,Coffee,Progesterone,Ice pack,Migraine herb feverfew tablets,heating pads,Norco,Tramadol,catheter,pool,psychiatrists,Azathioprine,neuro,Freezie wrap,Singulair,Low oxalate,wear mask,walked,Montelukast,Sleep,long walk,Paracetamol,swimming,drawing,Multi-vitamin,row
,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,Dicyclomine
,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,0.0,Home physio exercises
,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,1.91766610695,,0.0,0.00627722327037,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,2.0,2.0,,2.0,,,,,0.0,,2.0,,,,,,2.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,Omeprazole
,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gluten free diet
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,2.0,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Bicarb on scalp
,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,0.0,Prilosec
,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,,,0.0,,,,,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,breathing exercises
,,,,,,2.0,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Aromatherapy
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9% Sodium Chloride Solution 1L
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22044604925e-16,,,,,,,,,,,,,,2.22044604925e-16,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11022302463e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Vicodin
,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tyrosine
,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Charcoal
,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,Claritin
,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,Strattera
,,,,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,Relaxing
,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ultrasound
,,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,0.0,Citalopram
,,,,,,,,,,0.00643753813392,2.0,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0143178384032,0.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,2.0,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,2.0,,0.0,,,,2.0,,0.0,,,,,0.0,,0.0151464294637,0.0648714204134,,,0.0,,,,2.0,0.0,,,,,,,,,0.0,,Zofran
,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,Clinda-derm
,,,,,,,,,,0.00156166296156,2.0,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,0.0143178384032,,,0.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,2.0,0.0,,2.0,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,2.0,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,0.0,,,,,2.0,,0.0,,,,2.0,,0.0,,,,,0.0,,0.0584830679548,0.138001815096,,,0.0,,,,2.0,0.0,,,,,,,,,0.0,,Hydroxyzine
,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,meds
,,2.0,,,,,,,,,,2.0,,,,,2.0,,,,,,0.0,,,,,2.0,2.0,,,,,,,,2.0,,2.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,Quell
,2.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,masturbated
,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.4472135955,,,,,dairy
,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.91766610695,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,2.0,1.95635778246,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,Low-FODMAP diet
,,,,,,0.0,,2.0,2.0,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,Veggies
,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,Acetaminophen plus Codeine Number 3
,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.00627722327037,,0.0,,,,,,,0.0,,,,,,,,,,,,,1.95635778246,,0.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,Inderal
,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,Buffered Salmon Oil - DHA - EPA
,,0.0,,,,,,,,,,0.0,,,,,0.0,,,,,,2.0,,,,,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,Recov Bipeptides
,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,Astelin
,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,Vitamin C
,,,,0.0,,,0.0682511987102,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,2.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.000903865699138,,,,,,,,,,,,,,,,,,0.0101447342732,,0.0,0.0,,,,,,0.0,,,,,,0.36159556228,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.28734935286,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,0.0285820624672,,2.0,,,,,,,,,,,,,,0.0,,,,,,0.0,Vitamin B
,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,Probiotics
,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ropinirole
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,Anakinra
,,,0.0,,0.0,2.0,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,,,0.0,,,,,,,0.0,,0.0,,,,2.0,0.0,,,0.0,,,,,,,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Tavegyl
,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,eye drops
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabapentin
,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,2.22044604925e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22044604925e-16,,,,1.11022302463e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22044604925e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,Maxalt
,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,,0.0,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,Klonopin
,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,2.0,,,,,,,,,,,,2.0,,,,0.0,,,,,,0.0,,2.0,2.0,,,,,0.0,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,0.0,,,2.0,2.0,,0.0,0.0,,,,,0.0,,,,,0.0,,0.0,,2.0,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,,,2.0,,,,,,0.0,,0.0,,,0.0,,,,,,2.0,0.0,,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,,0.0,,,,0.0,,0.0,,,,,,,Medication
,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,0.0,,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,0.0,,,,,0.0,,0.0,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,0.0,,,,,0.0,,0.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,CBD
,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voltaren
,,,,,,2.0,,0.0,0.0,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,LUSH acne spot-treatment
,,,,0.0,,,0.0845281124221,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,,2.0,,0.0,,0.0,,,,,,,,,,,,,,0.000903865699138,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0170789150467,,0.0,0.0,,,,,,0.0,,,,,,0.329454281644,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.258173448253,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,,0.0193697741239,,2.0,,,,,,,,,,,,,,0.0,,,,,,0.0,Zomig
